56,264,1564,863,978,565,-1,-1,-1
57,264,1311,838,1186,588,-1,-1,-1
58,264,1093,813,1304,605,-1,-1,-1
59,264,785,780,1404,619,-1,-1,-1
60,264,513,750,1388,624,-1,-1,-1
61,264,300,727,1296,618,-1,-1,-1
62,264,167,705,1106,608,-1,-1,-1
63,264,117,692,1009,605,-1,-1,-1
64,264,94,686,914,599,-1,-1,-1
78,265,51,834,966,476,-1,-1,-1
79,265,17,808,744,465,-1,-1,-1
80,265,17,800,682,465,-1,-1,-1
81,265,12,790,589,457,-1,-1,-1
94,266,1559,997,948,431,-1,-1,-1
95,266,1321,972,1073,444,-1,-1,-1
96,266,1114,948,1126,455,-1,-1,-1
97,266,813,917,1164,459,-1,-1,-1
98,266,535,885,1156,464,-1,-1,-1
99,266,313,853,1062,464,-1,-1,-1
100,266,221,834,1003,468,-1,-1,-1
101,266,181,822,931,470,-1,-1,-1
135,263,1498,927,1002,474,-1,-1,-1
136,263,1269,903,1113,490,-1,-1,-1
137,263,1084,879,1132,507,-1,-1,-1
138,263,803,854,1169,515,-1,-1,-1
139,263,538,830,1164,514,-1,-1,-1
140,263,310,807,1108,509,-1,-1,-1
141,263,170,783,945,506,-1,-1,-1
142,263,120,773,842,505,-1,-1,-1
143,263,97,767,758,503,-1,-1,-1
159,267,1255,287,62,51,-1,-1,-1
160,267,1253,287,65,51,-1,-1,-1
161,267,1251,287,68,52,-1,-1,-1
162,267,1251,287,70,52,-1,-1,-1
163,267,1250,286,72,54,-1,-1,-1
164,267,1249,286,73,55,-1,-1,-1
165,267,1248,286,77,57,-1,-1,-1
166,267,1248,286,80,57,-1,-1,-1
167,267,1248,286,82,58,-1,-1,-1
168,267,1249,287,83,58,-1,-1,-1
169,267,1250,287,84,58,-1,-1,-1
170,267,1252,288,84,58,-1,-1,-1
171,267,1254,288,85,59,-1,-1,-1
172,267,1254,288,88,60,-1,-1,-1
173,267,1254,288,90,61,-1,-1,-1
174,267,1255,288,90,62,-1,-1,-1
175,267,1257,288,90,62,-1,-1,-1
176,267,1258,288,90,62,-1,-1,-1
177,267,1264,290,88,60,-1,-1,-1
178,267,1272,293,86,57,-1,-1,-1
179,267,1281,296,83,54,-1,-1,-1
180,267,1285,298,81,53,-1,-1,-1
181,267,1288,300,80,52,-1,-1,-1
182,267,1290,302,78,51,-1,-1,-1
183,267,1291,304,77,51,-1,-1,-1
184,267,1292,306,76,51,-1,-1,-1
185,267,1294,307,75,50,-1,-1,-1
186,267,1295,309,74,50,-1,-1,-1
187,267,1295,310,73,50,-1,-1,-1
188,267,1295,311,74,51,-1,-1,-1
189,267,1294,311,77,52,-1,-1,-1
190,267,1295,312,79,53,-1,-1,-1
191,267,1297,312,79,55,-1,-1,-1
192,267,1301,313,78,56,-1,-1,-1
193,267,1301,313,80,58,-1,-1,-1
194,267,1302,313,82,59,-1,-1,-1
195,267,1305,313,81,61,-1,-1,-1
196,267,1308,313,78,62,-1,-1,-1
197,267,1312,314,75,62,-1,-1,-1
198,267,1313,314,74,63,-1,-1,-1
199,267,1314,315,75,64,-1,-1,-1
200,267,1314,315,76,65,-1,-1,-1
201,233,8,908,1342,888,-1,-1,-1
201,267,1315,318,82,64,-1,-1,-1
202,233,109,937,1563,884,-1,-1,-1
202,267,1316,322,89,65,-1,-1,-1
203,233,129,939,1632,890,-1,-1,-1
203,267,1316,326,97,66,-1,-1,-1
204,233,213,951,1664,888,-1,-1,-1
204,267,1318,328,97,66,-1,-1,-1
205,267,1319,330,96,68,-1,-1,-1
206,267,1320,331,95,69,-1,-1,-1
207,267,1320,331,93,72,-1,-1,-1
208,267,1319,333,93,76,-1,-1,-1
209,267,1320,333,92,79,-1,-1,-1
210,267,1321,335,91,82,-1,-1,-1
211,267,1322,334,89,87,-1,-1,-1
212,267,1324,334,90,92,-1,-1,-1
213,267,1324,333,92,97,-1,-1,-1
214,267,1325,336,94,99,-1,-1,-1
215,267,1326,338,95,99,-1,-1,-1
216,267,1327,341,95,99,-1,-1,-1
217,267,1327,343,96,101,-1,-1,-1
218,267,1328,345,98,103,-1,-1,-1
219,267,1329,346,99,105,-1,-1,-1
220,267,1331,348,101,108,-1,-1,-1
221,267,1332,350,103,111,-1,-1,-1
222,267,1333,354,106,109,-1,-1,-1
223,267,1334,358,108,106,-1,-1,-1
224,267,1336,362,109,101,-1,-1,-1
225,267,1339,364,108,101,-1,-1,-1
226,267,1342,367,108,102,-1,-1,-1
227,267,1343,370,108,104,-1,-1,-1
228,267,1343,373,109,106,-1,-1,-1
229,267,1343,375,109,110,-1,-1,-1
230,267,1344,377,110,113,-1,-1,-1
231,267,1343,379,114,115,-1,-1,-1
232,267,1344,382,119,117,-1,-1,-1
233,267,1345,384,124,122,-1,-1,-1
234,267,1347,385,128,126,-1,-1,-1
235,267,1348,387,132,131,-1,-1,-1
236,267,1350,389,137,136,-1,-1,-1
237,267,1353,392,139,141,-1,-1,-1
238,267,1355,395,143,147,-1,-1,-1
239,267,1356,398,146,150,-1,-1,-1
240,267,1356,402,152,153,-1,-1,-1
241,267,1359,407,155,154,-1,-1,-1
242,267,1364,412,157,156,-1,-1,-1
243,267,1369,418,161,157,-1,-1,-1
244,267,1371,423,166,159,-1,-1,-1
245,267,1373,428,169,159,-1,-1,-1
246,267,1376,434,174,159,-1,-1,-1
247,267,1379,441,179,160,-1,-1,-1
248,267,1384,446,183,165,-1,-1,-1
249,267,1388,449,187,173,-1,-1,-1
250,267,1393,451,189,180,-1,-1,-1
251,267,1397,454,194,184,-1,-1,-1
252,267,1400,456,199,188,-1,-1,-1
253,267,1403,459,206,191,-1,-1,-1
254,267,1404,462,213,196,-1,-1,-1
255,267,1408,465,219,202,-1,-1,-1
256,267,1410,467,226,209,-1,-1,-1
257,267,1414,470,230,216,-1,-1,-1
258,267,1417,473,236,222,-1,-1,-1
259,267,1420,477,241,225,-1,-1,-1
260,267,1423,482,246,228,-1,-1,-1
261,267,1427,485,251,232,-1,-1,-1
262,267,1432,486,255,238,-1,-1,-1
263,267,1437,488,257,243,-1,-1,-1
264,267,1443,492,259,249,-1,-1,-1
265,267,1448,497,263,253,-1,-1,-1
266,267,1451,501,269,258,-1,-1,-1
267,267,1456,506,273,262,-1,-1,-1
268,267,1460,509,276,268,-1,-1,-1
269,267,1463,513,279,274,-1,-1,-1
270,267,1466,517,281,279,-1,-1,-1
271,267,1471,523,283,282,-1,-1,-1
272,267,1476,528,282,284,-1,-1,-1
273,267,1480,535,282,284,-1,-1,-1
274,267,1484,540,282,285,-1,-1,-1
275,267,1487,543,283,288,-1,-1,-1
276,267,1490,545,284,295,-1,-1,-1
277,267,1491,546,287,302,-1,-1,-1
278,267,1490,548,290,309,-1,-1,-1
279,267,1488,549,297,315,-1,-1,-1
280,267,1486,552,302,319,-1,-1,-1
281,267,1486,554,306,322,-1,-1,-1
282,267,1487,556,306,323,-1,-1,-1
283,267,1488,558,307,324,-1,-1,-1
284,267,1488,558,307,326,-1,-1,-1
285,267,1488,559,308,326,-1,-1,-1
286,267,1487,559,310,328,-1,-1,-1
287,267,1487,559,310,329,-1,-1,-1
288,267,1487,557,311,331,-1,-1,-1
289,267,1486,557,311,331,-1,-1,-1
290,267,1486,557,312,332,-1,-1,-1
291,267,1486,557,311,333,-1,-1,-1
292,267,1486,557,311,334,-1,-1,-1
293,234,73,1026,1699,870,-1,-1,-1
293,267,1487,557,311,335,-1,-1,-1
294,234,92,1047,1846,846,-1,-1,-1
294,267,1487,557,311,336,-1,-1,-1
295,234,122,1051,1878,844,-1,-1,-1
295,267,1487,558,311,337,-1,-1,-1
296,267,1487,557,311,338,-1,-1,-1
297,267,1487,558,312,337,-1,-1,-1
298,267,1487,558,311,336,-1,-1,-1
299,267,1487,558,311,336,-1,-1,-1
300,267,1487,558,310,335,-1,-1,-1
301,267,1486,558,312,335,-1,-1,-1
302,267,1485,558,313,337,-1,-1,-1
303,267,1486,557,314,337,-1,-1,-1
304,267,1485,555,315,339,-1,-1,-1
305,181,717,884,1302,496,-1,-1,-1
305,267,1484,555,316,339,-1,-1,-1
306,181,464,861,1303,499,-1,-1,-1
306,267,1483,555,318,340,-1,-1,-1
307,181,322,848,1248,488,-1,-1,-1
307,267,1484,556,316,338,-1,-1,-1
308,181,168,822,1117,484,-1,-1,-1
308,267,1485,557,316,337,-1,-1,-1
309,181,124,808,1024,482,-1,-1,-1
309,267,1486,558,314,336,-1,-1,-1
310,181,97,797,950,487,-1,-1,-1
310,267,1486,558,314,336,-1,-1,-1
311,267,1486,559,314,336,-1,-1,-1
312,267,1486,559,314,336,-1,-1,-1
313,267,1486,559,314,336,-1,-1,-1
314,267,1486,558,313,336,-1,-1,-1
315,267,1487,558,312,336,-1,-1,-1
316,267,1486,558,313,336,-1,-1,-1
317,267,1486,558,313,336,-1,-1,-1
318,267,1486,558,312,335,-1,-1,-1
319,267,1487,560,311,335,-1,-1,-1
320,267,1487,561,311,334,-1,-1,-1
321,267,1487,563,310,333,-1,-1,-1
322,267,1486,565,311,333,-1,-1,-1
323,267,1485,567,313,333,-1,-1,-1
324,267,1482,570,318,336,-1,-1,-1
325,267,1481,569,321,339,-1,-1,-1
326,267,1479,570,324,335,-1,-1,-1
327,182,804,868,1241,521,-1,-1,-1
327,267,1478,571,325,336,-1,-1,-1
328,182,545,841,1239,521,-1,-1,-1
328,267,1477,574,329,340,-1,-1,-1
329,182,385,819,1193,520,-1,-1,-1
329,267,1477,576,330,352,-1,-1,-1
330,182,210,790,1070,520,-1,-1,-1
330,267,1477,577,330,358,-1,-1,-1
331,182,152,773,983,524,-1,-1,-1
331,267,1475,579,331,365,-1,-1,-1
332,182,121,766,908,525,-1,-1,-1
332,267,1471,582,337,368,-1,-1,-1
333,267,1464,586,344,370,-1,-1,-1
334,267,1457,590,352,373,-1,-1,-1
335,267,1447,594,359,378,-1,-1,-1
336,267,1436,595,366,387,-1,-1,-1
337,267,1422,597,371,397,-1,-1,-1
338,267,1406,597,378,406,-1,-1,-1
339,267,1385,601,394,414,-1,-1,-1
340,267,1357,606,421,421,-1,-1,-1
341,267,1330,611,445,430,-1,-1,-1
342,267,1304,618,469,435,-1,-1,-1
343,267,1276,620,492,446,-1,-1,-1
344,267,1241,622,523,458,-1,-1,-1
345,267,1200,622,563,472,-1,-1,-1
346,267,1154,627,608,480,-1,-1,-1
347,267,1103,635,650,482,-1,-1,-1
348,267,1049,644,692,480,-1,-1,-1
349,267,993,652,734,481,-1,-1,-1
350,267,931,662,780,480,-1,-1,-1
351,267,868,671,821,480,-1,-1,-1
352,267,798,681,865,478,-1,-1,-1
353,267,726,689,910,475,-1,-1,-1
354,267,647,694,957,477,-1,-1,-1
355,267,567,700,1003,473,-1,-1,-1
356,267,484,705,1046,471,-1,-1,-1
357,267,398,708,1092,466,-1,-1,-1
358,267,310,709,1128,467,-1,-1,-1
359,267,218,706,1167,469,-1,-1,-1
360,267,142,705,1172,471,-1,-1,-1
361,267,82,702,1158,474,-1,-1,-1
362,267,48,697,1112,477,-1,-1,-1
363,267,26,689,1048,485,-1,-1,-1
364,267,15,679,962,494,-1,-1,-1
365,267,8,668,863,508,-1,-1,-1
366,267,5,657,759,519,-1,-1,-1
367,267,4,647,653,523,-1,-1,-1
368,267,3,639,545,514,-1,-1,-1
369,267,2,636,433,496,-1,-1,-1
370,267,1,635,378,485,-1,-1,-1
371,267,1,636,338,477,-1,-1,-1
452,221,339,1043,2132,869,-1,-1,-1
453,221,652,1064,1866,846,-1,-1,-1
454,221,959,1091,1560,818,-1,-1,-1
455,221,1163,1109,1363,799,-1,-1,-1
456,221,1288,1130,1236,779,-1,-1,-1
477,235,861,1065,1688,827,-1,-1,-1
478,235,1055,1080,1492,820,-1,-1,-1
479,235,1119,1078,1425,824,-1,-1,-1
614,183,1632,933,872,482,-1,-1,-1
615,183,1387,904,1004,502,-1,-1,-1
616,183,1165,885,1063,503,-1,-1,-1
617,183,842,854,1124,511,-1,-1,-1
618,183,549,823,1126,511,-1,-1,-1
619,183,318,788,1036,516,-1,-1,-1
620,183,222,770,972,518,-1,-1,-1
621,183,180,759,898,521,-1,-1,-1
685,185,1552,1010,960,478,-1,-1,-1
686,185,1280,986,1108,491,-1,-1,-1
687,185,1054,970,1158,489,-1,-1,-1
688,185,723,942,1204,488,-1,-1,-1
689,185,451,914,1155,486,-1,-1,-1
690,185,307,897,1129,486,-1,-1,-1
691,185,257,889,1061,482,-1,-1,-1
820,186,849,878,1222,514,-1,-1,-1
821,186,606,854,1204,519,-1,-1,-1
822,186,440,842,1169,511,-1,-1,-1
823,186,253,812,1069,513,-1,-1,-1
824,186,174,800,1013,510,-1,-1,-1
825,186,144,784,940,519,-1,-1,-1
1192,187,1704,1013,840,443,-1,-1,-1
1193,187,1457,997,1032,451,-1,-1,-1
1194,187,1245,980,1136,459,-1,-1,-1
1195,187,949,949,1199,466,-1,-1,-1
1196,187,644,919,1216,470,-1,-1,-1
1197,187,394,887,1135,467,-1,-1,-1
1198,187,266,875,1104,460,-1,-1,-1
1199,187,222,864,1032,458,-1,-1,-1
1247,188,666,816,1248,521,-1,-1,-1
1248,188,406,782,1242,527,-1,-1,-1
1249,188,278,765,1154,524,-1,-1,-1
1250,188,140,735,989,521,-1,-1,-1
1251,188,109,725,876,516,-1,-1,-1
1252,188,83,710,798,517,-1,-1,-1
1373,190,1583,905,916,505,-1,-1,-1
1374,190,1365,887,1033,508,-1,-1,-1
1375,190,1180,873,1063,503,-1,-1,-1
1376,190,916,854,1089,498,-1,-1,-1
1377,190,641,827,1094,503,-1,-1,-1
1378,190,404,797,1056,506,-1,-1,-1
1379,190,222,770,961,510,-1,-1,-1
1380,190,159,755,888,513,-1,-1,-1
1381,190,127,750,826,514,-1,-1,-1
1396,191,990,873,1224,488,-1,-1,-1
1397,191,746,852,1231,490,-1,-1,-1
1398,191,557,834,1231,489,-1,-1,-1
1399,191,336,803,1180,496,-1,-1,-1
1400,191,186,777,1057,500,-1,-1,-1
1401,191,130,761,968,502,-1,-1,-1
1402,191,105,756,891,501,-1,-1,-1
1419,192,1747,924,803,473,-1,-1,-1
1420,192,1560,906,967,486,-1,-1,-1
1421,192,1405,893,1043,494,-1,-1,-1
1422,192,1171,874,1122,494,-1,-1,-1
1423,192,916,853,1163,498,-1,-1,-1
1424,192,644,826,1193,502,-1,-1,-1
1425,192,404,797,1175,511,-1,-1,-1
1426,192,230,768,1080,516,-1,-1,-1
1427,192,128,742,913,518,-1,-1,-1
1428,192,91,729,814,518,-1,-1,-1
1429,192,73,722,744,516,-1,-1,-1
1575,193,770,895,1270,580,-1,-1,-1
1576,193,497,869,1279,584,-1,-1,-1
